18,1,69
4,4,74
12,1,83
18,1,67
18,5,88
12,5,60
20,5,81
12,3,72
16,5,72
10,5,62
1,4,41
19,2,65
4,1,88
18,4,61
3,4,96
10,4,78
5,1,48
17,5,87
13,1,94
12,1,60
14,5,60
5,3,100
1,4,62
8,1,66
19,5,75
10,1,49
20,1,66
11,5,43
11,5,83
7,1,67
8,2,50
12,5,87
15,4,60
4,1,85
10,3,89
8,4,75
14,5,73
8,2,88
3,5,68
4,3,65
5,3,68
19,4,79
15,1,74
5,3,68
9,3,89
2,5,74
12,5,69
12,2,16
6,4,61
11,1,65
12,2,80
5,4,92
2,2,89
17,2,83
18,1,87
20,4,82
19,5,86
5,2,77
2,3,67
4,2,75
12,5,86
12,2,80
3,5,96
19,4,71
6,3,66
10,3,71
10,1,93
19,2,74
15,1,2
9,5,70
8,4,95
12,5,77
7,1,79
19,3,76
14,4,75
5,4,89
14,2,73
11,3,66
13,2,22
8,3,88
20,3,50
7,2,60
9,3,73
17,5,70
5,2,84
3,5,77
20,2,70
18,3,25
20,3,82
6,4,93
11,4,76
3,4,88
7,1,62
15,3,63
1,3,96
7,1,69
12,2,60
16,1,89
14,5,76
6,1,79
13,5,75
15,1,85
15,4,93
2,3,87
18,5,61
18,3,85
18,2,82
17,3,83
18,3,88
16,1,85
19,4,76
9,5,82
3,1,63
18,2,87
4,2,6
4,4,82
9,3,86
16,1,92
19,3,78
3,3,84
9,4,83
11,5,77
15,1,61
16,3,88
2,4,69
19,3,64
9,3,100
3,1,75
7,5,76
20,2,66
19,4,18
16,1,86
9,2,84
13,2,61
15,2,77
9,3,67
9,4,65
20,3,75
8,1,72
14,5,78
19,3,69
12,3,77
16,1,64
2,2,85
11,3,67
3,1,98
7,4,76
17,2,68
19,4,79
2,1,55
17,3,81
3,3,74
6,5,69
1,2,70
15,1,66
16,1,81
14,5,60
12,1,69
6,5,30
4,2,69
5,3,84
2,5,79
8,1,73
4,3,74
13,1,96
14,5,97
16,5,93
3,1,70
19,5,93
16,3,38
7,5,85
13,3,67
6,2,69
8,1,85
10,2,78
10,4,14
17,2,67
14,1,89
2,5,64
9,5,59
5,2,85
7,4,66
9,4,79
20,1,66
16,1,67
4,2,84
11,1,73
19,4,2
7,2,96
15,2,87
8,3,70
18,5,68
5,5,76
7,5,74
7,3,60
4,4,92
11,4,63
4,4,82
9,1,88
1,4,73
15,3,93
11,2,73
16,4,61
14,4,1
1,5,68
1,2,59
15,5,75
10,5,67
20,5,63
11,1,85
18,5,85
2,2,100
6,3,61
9,1,92
9,3,86
14,5,66
2,1,77
6,1,87
5,5,73
10,2,66
7,5,61
4,3,62
1,4,71
15,3,72
12,5,88
11,4,64
10,1,78
19,1,61
18,2,68
3,3,71
14,3,45
11,5,98
5,5,90
19,2,79
18,1,96
12,3,63
17,3,85
17,4,90
3,1,100
3,1,60
11,4,99
20,4,79
7,4,89
6,1,60
3,2,76
12,5,83
5,5,66
12,1,68
17,3,62
15,1,81
3,5,85
10,1,76
17,3,63
7,1,44
13,2,73
3,3,89
6,2,64
8,4,38
2,4,60
15,5,74
19,2,97
2,5,80
12,2,71
15,3,60
11,4,95
20,4,62
8,3,82
2,1,94
5,3,74
13,1,91
17,5,67
17,1,69
14,2,61
1,2,88
1,2,69
16,3,84
16,5,74
13,1,76
16,3,77
10,4,83
14,4,81
9,4,98
6,3,89
20,1,88
2,1,86
18,4,75
17,1,84
19,3,80
4,5,19
19,4,81
7,5,89
16,1,74
11,2,85
17,2,68
5,3,84
7,2,74
2,4,84
19,2,62
4,3,81
14,5,79
14,1,60
14,2,68
10,1,68
5,1,87
1,4,87
11,3,87
5,3,75
9,3,83
9,1,77
19,2,86
5,3,79
13,5,6
4,2,69
8,4,100
16,3,91
3,4,71
5,2,76
17,1,66
17,5,83
6,5,79
7,2,92
3,4,66
16,1,67
11,1,61
12,3,72
2,2,80
7,1,62
13,3,79
6,1,87
13,3,70
9,4,61
14,5,16
6,2,71
17,1,82
11,3,60
14,5,33
6,3,83
4,4,64
10,3,65
11,3,76
16,5,67
14,5,61
11,4,72
6,3,79
18,2,65
14,5,66
7,2,76
12,1,66
1,5,69
3,5,63
7,3,76
20,4,78
15,3,97
12,5,62
12,4,80
7,5,78
15,3,66
11,5,62
4,5,90
3,2,63
5,1,80
2,4,74
18,4,88
11,4,81
2,3,91
10,4,84
19,3,9
5,1,79
11,3,88
8,3,74
2,2,80
11,1,92
9,2,71
12,2,66
15,5,14
3,1,62
9,2,77
5,5,98
12,4,89
20,2,82
4,2,71
8,1,64
16,2,17
12,5,64
1,1,66
7,2,93
6,1,95
18,4,11
6,3,85
20,4,88
8,1,16
13,1,66
1,1,66
6,1,66
15,3,66
10,5,88
10,5,86
11,3,84
11,1,100
13,5,73
13,3,67
17,5,75
7,1,75
20,1,77
4,4,82
4,5,67
7,3,72
7,1,71
12,3,78
10,5,84
4,1,75
19,2,92
2,4,68
14,5,82
12,2,81
2,1,62
18,1,71
4,1,85
12,1,95
11,5,50
13,4,14
12,3,19
12,5,69
5,5,26
3,2,98
15,3,81
13,1,84
16,2,67
13,4,65
15,1,66
20,2,61
2,5,87
2,4,97
14,2,62
3,2,73
13,4,98
6,3,82
3,4,67
12,3,86
7,4,49
13,3,71
14,5,61
7,4,70
4,2,75
19,4,72
1,2,79
6,4,83
2,2,65
12,3,79
12,2,65
14,3,93
14,5,78
20,1,75
8,1,89
19,5,61
11,5,98
11,2,75
2,4,96
11,2,77
3,5,80
12,3,87
1,2,72
9,5,85
2,4,85
6,4,98
15,5,66
1,4,60
9,4,88
16,2,66
17,5,70
20,3,87
15,3,45
3,4,67
1,5,73
19,2,62
15,3,75
19,3,95
15,5,65
10,5,73
8,1,84
19,2,63
20,5,69
12,2,93
18,2,76
11,4,90
8,2,83
3,4,75
5,4,73
18,1,68
20,5,68
12,3,77
10,5,70
13,4,61
2,5,78
17,4,69
18,5,94
19,5,69
18,5,69
14,3,95
9,5,87
4,2,60
4,1,72
9,5,84
1,3,71
18,4,63
10,1,82
19,4,61
7,4,83
14,3,85
2,3,83
13,5,77
7,4,69
11,2,62
1,1,81
1,4,82
16,4,49
3,5,98
12,2,38
8,3,74
20,2,85
2,1,64
4,1,20
11,2,65
1,4,63
18,4,77
16,1,88
11,4,95
20,4,78
18,4,89
9,4,69
17,2,89
16,4,92
10,3,72
11,5,66
18,5,85
6,3,91
5,2,83
1,1,85
15,5,70
10,1,77
11,5,62
15,5,82
6,5,82
5,1,73
10,4,79
20,5,75
20,2,85
18,5,34
6,3,2
7,4,77
9,4,71
15,4,65
12,5,67
12,4,73
8,4,78
17,2,19
13,3,88
7,2,76
17,3,81
20,1,73
2,4,70
18,3,76
13,3,26
6,1,73
13,1,76
9,2,61
16,2,63
8,3,97
10,5,2
13,4,70
19,2,16
6,2,70
7,2,60
14,5,91
3,1,79
18,3,58
17,1,84
10,5,100
18,3,87
9,1,92
12,4,72
10,1,72
20,1,61
5,5,62
13,5,82
4,5,100
14,2,16
3,3,76
17,1,85
9,1,67
12,4,75
7,5,85
15,2,96
7,4,88
18,2,54
18,3,27
9,3,89
13,3,67
20,1,66
1,2,100
1,2,84
18,2,80
14,1,91
16,1,85
1,1,76
17,1,86
19,4,61
3,4,87
1,4,76
20,1,88
15,3,60
17,1,70
3,4,84
18,5,62
17,2,86
12,2,97
17,5,63
16,5,79
3,4,75
20,3,62
16,3,72
20,4,68
8,5,87
2,3,84
18,4,25
16,1,80
4,1,51
10,5,54
6,4,94
20,3,68
13,5,24
2,5,80
6,3,83
4,5,72
2,3,67
11,4,80
15,1,87
17,3,67
2,1,75
11,3,85
19,1,62
9,1,82
20,3,63
19,2,83
11,4,79
13,1,57
10,3,83
5,5,74
10,3,14
9,4,38
16,3,78
5,5,78
13,3,85
13,2,49
18,3,73
18,1,65
17,1,61
16,4,77
16,3,65
18,4,67
20,2,77
17,5,89
2,1,77
5,4,80
18,3,75
13,1,95
6,2,86
4,2,77
12,4,63
19,1,69
8,3,82
8,2,74
3,4,81
16,3,81
17,2,74
1,4,76
10,5,99
10,2,49
20,3,27
17,5,83
16,5,60
19,3,64
13,1,100
18,2,99
9,2,6
3,1,86
19,2,89
6,1,74
18,3,0
3,1,93
17,1,61
6,4,78
19,4,82
19,1,83
15,2,67
15,4,86
6,3,84
14,4,75
17,2,60
6,4,79
16,2,60
1,4,68
7,5,97
17,5,87
19,4,77
7,2,98
7,5,79
17,3,87
3,5,63
17,1,65
15,2,71
11,5,66
3,3,84
5,1,85
6,1,76
16,3,60
4,1,63
11,4,62
19,4,80
4,4,71
11,2,78
16,5,61
5,1,69
2,5,85
2,5,65
13,2,83
13,1,84
4,2,15
4,5,81
15,2,60
20,4,97
7,3,79
20,2,64
19,2,15
18,5,3
18,1,99
18,1,85
19,2,69
7,1,75
8,2,70
10,2,81
7,5,75
16,3,93
11,2,64
16,2,89
14,1,87
10,1,85
13,3,82
11,4,47
20,4,75
16,2,59
4,1,60
6,2,74
15,5,78
3,1,73
2,5,80
10,2,76
2,4,74
18,3,36
5,3,61
12,3,74
16,3,73
19,2,74
10,1,98
6,3,75
18,2,85
9,1,66
5,2,78
20,3,34
7,1,73
3,4,63
12,5,62
12,1,47
6,5,66
9,4,84
2,3,93
18,4,91
19,3,27
20,1,78
4,3,38
4,2,71
7,1,16
16,3,42
11,1,65
11,5,82
2,3,95
18,4,65
4,1,85
20,5,40
1,2,100
16,1,85
8,5,82
19,5,79
12,1,60
7,1,89
19,1,67
18,3,77
11,1,73
17,4,87
15,1,97
17,3,91
12,3,79
7,5,89
9,5,75
13,5,86
12,3,84
7,4,84
6,5,78
18,5,60
9,2,70
3,5,68
4,3,88
15,3,71
10,2,77
8,1,95
13,4,79
20,5,80
16,1,63
2,2,99
1,2,75
13,4,60
14,1,81
14,1,62
15,4,81
6,3,78
8,4,61
16,5,83
15,1,14
14,1,23
5,5,77
17,3,67
16,4,73
5,3,70
10,4,69
6,5,84
16,2,59
11,3,86
10,5,86
19,4,88
2,4,67
18,1,77
2,4,45
15,1,96
9,5,68
9,1,93
12,1,59
14,4,100
20,3,68
4,1,83
9,4,68
20,5,74
16,2,76
19,5,79
18,4,50
8,5,83
5,4,83
17,1,67
20,1,63
20,4,67
13,4,69
11,5,68
14,1,81
5,2,84
11,2,77
13,3,57
9,2,63
13,4,60
4,2,41
6,4,66
8,3,69
10,1,62
9,1,93
5,2,74
6,4,69
1,1,20
18,1,83
18,2,80
18,4,28
1,1,61
16,1,88
20,3,78
15,4,62
15,5,7
17,5,85
14,1,64
14,5,85
12,1,43
17,2,71
2,2,29
2,1,55
18,1,75
20,1,91
5,1,91
2,5,94
20,4,75
3,5,8
14,1,83
20,5,83
9,5,61
7,2,7
16,2,83
2,4,71
9,3,81
11,1,70
17,2,89
8,3,95
15,4,75
7,1,17
14,4,77
18,2,93
12,4,94
12,5,64
1,4,84
5,3,66
9,5,72
20,5,87
13,4,63
13,2,56
16,1,71
9,1,93
7,2,78
11,4,93
19,5,68
9,1,91
1,2,60
12,4,48
20,3,22
5,5,65
13,4,86
17,3,13
19,2,66
18,3,84
2,3,65
1,4,75
4,5,63
1,2,73
1,5,63
15,2,65
1,5,71
9,4,10
1,5,65
4,2,68
5,5,67
19,2,82
18,4,89
11,4,84
11,2,77
19,3,54
1,5,71
11,3,89
11,2,77
18,4,88
4,4,82
13,3,73
4,5,71
4,3,78
16,2,88
20,4,86
9,5,40
13,5,41
10,3,93
13,1,23
18,4,61
9,1,68
3,4,87
12,3,79
13,3,60
5,3,23
8,2,35
7,1,71
7,2,72
4,5,61
19,2,83
10,1,66
7,1,71
16,3,100
6,3,78
9,4,58
13,5,51
14,5,81
19,2,88
16,5,66
18,4,63
9,3,63
14,5,94
5,4,74
18,2,8
9,4,84
6,4,64
7,2,78
17,5,77
12,2,30
1,2,66
5,4,20
20,3,67
19,3,60
10,1,82
8,3,35
19,2,76
13,2,69
17,2,95
12,2,41
11,5,65
10,5,64
17,2,27
10,1,73
5,1,100
11,3,67
7,1,100
10,2,83
2,1,84
17,1,65
7,1,16
9,1,92
19,4,67
15,2,100
14,1,93
20,1,72
16,1,69
18,5,79
16,5,91
6,1,65
19,4,76
1,5,92
15,3,63
5,2,64
16,2,76
20,3,75
15,5,93
15,4,60
7,1,75
16,2,67
18,2,27
3,3,75
14,2,80
14,1,25
18,2,70
15,5,67
2,3,75
1,2,53
10,5,44
18,3,62
15,4,88
9,1,98
17,2,82
20,1,83
12,5,83
4,3,77
5,2,67
4,3,0
14,3,69
2,2,65
9,3,69
8,4,64
3,1,53
7,4,63
11,5,85
19,1,68
5,1,80
2,2,75
3,2,86
2,3,100
14,3,75
1,2,77
18,5,86
4,4,94
3,3,60
11,2,66
2,3,76
7,3,64
17,1,47
12,5,83
17,4,6
9,2,66
5,2,79
15,4,70
1,4,92
15,4,37
3,2,73
8,4,60
17,1,73
9,5,73
2,1,93
11,1,82
9,3,83
6,1,97
17,1,75
18,1,85
15,5,88
2,2,50
3,1,76
9,2,75
20,3,97
20,2,24
1,2,87
1,1,77
7,3,90
12,2,97
1,4,77
16,3,77
13,4,66
1,1,75
13,4,89
14,1,62
11,4,69
14,4,64
19,3,66
17,3,72
4,2,71
3,1,66
18,5,79
19,1,78
14,4,72
9,1,73
18,2,73
9,4,75
16,1,84
2,3,84
2,3,64
18,3,100
16,2,73
4,3,80
4,2,75
15,4,72
9,2,88
3,4,31
18,3,78
1,1,60
8,3,69
18,4,19
4,3,83
20,2,84
11,3,63
4,5,83
17,4,68
18,2,89
8,4,12
16,4,75
1,3,75
6,3,78
10,1,85
15,2,71
10,2,60
4,2,83
2,3,14
16,5,83
7,2,39
14,2,90
10,1,68
17,4,86
10,5,68
11,3,80
11,4,64
1,1,65
5,5,79
5,3,76
5,5,10
12,4,66
11,3,29
10,1,67
1,2,89
13,3,89
3,2,36
8,1,87
11,1,89
16,1,60
6,5,24
5,2,73
3,4,81
8,4,7
17,4,75
3,4,66
6,2,81
17,5,63
2,4,71
3,4,80
19,3,77
5,5,13
4,3,67
13,2,63
14,3,66
17,2,78
2,1,48
2,2,14
10,1,76
6,5,61
9,4,67
9,1,85
6,2,95
9,4,68
9,2,68
11,5,69
6,5,65
9,4,66
1,3,61
5,3,95
15,3,70
3,5,82
13,5,72
2,2,27
5,2,73
19,2,71
10,4,63
9,4,11
1,4,72
19,1,65
15,4,71
14,3,70
5,1,61
7,4,61
17,5,69
4,5,76
20,5,75
3,3,92
5,1,89
9,5,88
5,2,99
10,1,77
17,2,69
1,3,83
3,5,49
4,2,80
1,3,73
6,4,79
2,2,37
15,2,90
1,3,69
19,5,97
17,1,98
16,1,73
5,4,77
13,4,84
10,4,86
15,1,89
4,4,94
4,1,68
1,5,66
6,4,78
18,5,60
11,1,75
14,5,93
18,4,73
14,2,78
7,5,64
8,1,69
14,3,77
6,2,87
19,3,74
7,4,43
5,3,87
7,4,69
5,4,88
12,1,77
9,2,72
18,3,63
8,4,74
5,5,74
13,5,35
20,3,66
18,2,77
15,2,75
9,4,65
9,5,95
1,5,99
20,3,82
17,4,72
4,4,75
2,4,86
5,2,70
15,5,82
7,2,33
10,3,86
18,1,88
7,4,66
4,5,69
12,2,67
6,5,75
4,3,73
16,2,65
19,5,73
6,3,52
13,2,80
10,2,88
18,4,77
3,3,81
1,4,78
4,2,84
2,2,71
7,5,63
19,3,77
5,4,75
1,4,90
12,2,90
8,5,66
20,1,72
17,4,99
6,3,62
10,3,68
2,5,89
13,1,95
5,2,87
17,2,62
3,5,64
11,1,82
19,3,20
13,5,81
11,2,73
16,2,88
1,3,61
8,4,65
16,4,78
16,5,100
2,5,78
20,3,65
17,3,79
3,2,57
17,1,83
17,5,89
3,1,77
11,3,87
13,3,86
13,3,100
18,5,79
14,2,80
2,2,69
18,4,65
8,3,87
17,2,97
11,4,64
3,2,77
8,2,85
12,1,83
11,5,65
12,5,82
4,5,75
18,3,80
14,5,79
16,5,77
9,3,71
9,5,97
7,3,72
13,1,84
